RoboSep UI Log File
Created: 20111214_154259.620

20111214_154259.623	clt	RoboSep_UserConsole.RoboSep_UserConsole()	General	RoboSep_UserConsole	Initializing User Console
20111214_154259.671	clt	Form_Home.Form_Home()	Info	Form_Home	Creating new Form_Home
20111214_154301.420	clt	RoboSep_UserConsole.grabSystemOptions()	Info	RoboSep_UserConsole	Get Sys Options: Lid Sensor = TrueLiquid Sensor = True
20111214_154301.437	clt	RoboSep_UserConsole.RoboSep_UserConsole_Load()	Info	RoboSep_UserConsole	Loading User Console
20111214_154301.461	clt	RoboSep_Splash.RoboSep_Splash()	Info	RoboSep_Splash	Initializing Splash Page
20111214_154301.533	clt	RoboSep_UserConsole.RoboSep_UserConsole_Load()	General	RoboSep_UserConsole	Starting GUI Thread
20111214_154301.537	clt	RoboSep_UserConsole.AttemptSeparatorConnection()	Info	RoboSep_UserConsole	Connecting...
20111214_154302.263	clt	RoboSep_UserDB.Robosep_UserDB()()	Debug	RoboSep_UserDB	Initializing UserDB
20111214_154302.312	clt	RoboSep_UserDB.GetProtocolsPath()	Debug	RoboSep_UserDB	output: C:\Program Files (x86)\STI\RoboSep\protocols\
20111214_154302.363	clt	RoboSep_UserDB.LoadAllProtocols()	Debug	RoboSep_UserDB	161protocols loaded
20111214_154302.505	clt	RoboSep_UserDB.XML_SaveUserConfig()	Info	RoboSep_UserDB	set user.db file to : User1.udb
20111214_154302.881	clt	RoboSep_UserDB.GetProtocolsPath()	Debug	RoboSep_UserDB	output: C:\Program Files (x86)\STI\RoboSep\protocols\
20111214_154302.899	clt	RoboSep_UserDB.XML_LoadRoboSepUserObject()	Debug	RoboSep_UserDB	Loaded Robosep User
20111214_154303.834	clt	RoboSep_UserConsole.AtReportInstrumentInformation()	Info	RoboSep_UserConsole	Get system information for About menu
20111214_154303.844	clt	RoboSep_UserConsole.AtBatchDurationUpdate()	Info	RoboSep_UserConsole	Estimated run completion = 01:00
20111214_154333.487	clt	RoboSep_UserConsole.ProgressSplash()	Info	RoboSep_UserConsole	Stopping Splash page
20111214_154333.546	clt	RoboSep_About.RoboSep_About()	Info	RoboSep_About	Initializing About user control
20111214_154333.634	clt	RoboSep_RunSamples.RoboSep_RunSamples()	Info	RoboSep_RunSamples	Initializing Run Samples user control
20111214_154333.731	clt	RoboSep_Splash.close()	Info	RoboSep_Splash	Closing Splash Page
20111214_154337.688	clt	RoboSep_RunSamples.btn_home_Click()	Info	RoboSep_RunSamples	Home button clicked
20111214_154345.183	clt	RoboSep_Help.RoboSep_Help()	Info	RoboSep_Help	Initializing Help user control
20111214_154345.212	clt	RoboSep_Help.HelpTabs_BackgroundImageChanged()	Info	RoboSep_Help	Load Tab Page 0
20111214_154345.280	clt	Form_Home.hex_help_Click()	Info	Form_Home	Help button clicked
20111214_154348.975	clt	RoboSep_About.btn_home_Click()	Info	RoboSep_About	Home button clicked
20111214_154349.523	clt	RoboSep_System.RoboSep_System()	Info	RoboSep_System	Initializing System user control
20111214_154349.600	clt	Form_Home.hex_system_Click()	Info	Form_Home	System button clicked
