RoboSep UI Log File
Created: 20111202_120751.530

20111202_120751.533	clt	RoboSep_UserConsole.RoboSep_UserConsole()	General	RoboSep_UserConsole	Initializing User Console
20111202_120751.579	clt	Form_Home.Form_Home()	Info	Form_Home	Creating new Form_Home
20111202_120754.069	clt	RoboSep_UserConsole.grabSystemOptions()	Info	RoboSep_UserConsole	Get Sys Options: Lid Sensor = FalseLiquid Sensor = False
20111202_120754.089	clt	RoboSep_UserConsole.RoboSep_UserConsole_Load()	Info	RoboSep_UserConsole	Loading User Console
20111202_120754.114	clt	RoboSep_Splash.RoboSep_Splash()	Info	RoboSep_Splash	Initializing Splash Page
20111202_120754.189	clt	RoboSep_UserConsole.RoboSep_UserConsole_Load()	General	RoboSep_UserConsole	Starting GUI Thread
20111202_120754.200	clt	RoboSep_UserConsole.AttemptSeparatorConnection()	Info	RoboSep_UserConsole	Connecting...
20111202_120755.189	clt	RoboSep_UserDB.Robosep_UserDB()()	Debug	RoboSep_UserDB	Initializing UserDB
20111202_120755.421	clt	RoboSep_UserConsole.AtReportInstrumentInformation()	Info	RoboSep_UserConsole	Get system information for About menu
20111202_120755.430	clt	RoboSep_UserDB.GetProtocolsPath()	Debug	RoboSep_UserDB	output: C:\Program Files (x86)\STI\RoboSep\protocols\
20111202_120755.438	clt	RoboSep_UserConsole.AtBatchDurationUpdate()	Info	RoboSep_UserConsole	Estimated run completion = 01:00
20111202_120756.100	clt	RoboSep_UserDB.LoadAllProtocols()	Debug	RoboSep_UserDB	160protocols loaded
20111202_120756.105	clt	RoboSep_UserDB.XML_SaveUserConfig()	Info	RoboSep_UserDB	set user.db file to : User1.udb
20111202_120756.422	clt	RoboSep_UserDB.GetProtocolsPath()	Debug	RoboSep_UserDB	output: C:\Program Files (x86)\STI\RoboSep\protocols\
20111202_120756.434	clt	RoboSep_UserDB.XML_LoadRoboSepUserObject()	Debug	RoboSep_UserDB	Loaded Robosep User
20111202_120825.147	clt	RoboSep_UserConsole.ProgressSplash()	Info	RoboSep_UserConsole	Stopping Splash page
20111202_120825.335	clt	RoboSep_About.RoboSep_About()	Info	RoboSep_About	Initializing About user control
20111202_120825.435	clt	RoboSep_RunSamples.RoboSep_RunSamples()	Info	RoboSep_RunSamples	Initializing Run Samples user control
20111202_120825.527	clt	RoboSep_Splash.close()	Info	RoboSep_Splash	Closing Splash Page
20111202_120831.600	clt	RoboSep_RunSamples.btn_home_Click()	Info	RoboSep_RunSamples	Home button clicked
20111202_120833.024	clt	RoboSep_Protocols.LoadUsers()	Info	RoboSep_Protocols	Reloading Auto Complete for User Textbox
20111202_120833.052	clt	RoboSep_Protocols.RoboSep_Protocols()	Info	RoboSep_Protocols	Initializing Protocols user control
20111202_120833.168	clt	Form_Home.hex_protocols_Click()	Info	Form_Home	Protocols button clicked
20111202_120836.484	clt	RoboSep_Protocols.dropDownMenu_Click()	Info	RoboSep_Protocols	Selecting User from Dropdown
20111202_120836.512	clt	Form_UserSelect.Form_UserSelect()	Info	Form_UserSelect	Creating new User Select window
20111202_120838.086	clt	Form_UserSelect.button_Cancel1_Click()	Info	Form_UserSelect	User Select window closed without selection
20111202_120838.825	clt	ProgressBar.ResetProgress()	Debug	ProgressBar	Reset Progress on ProgressBar
20111202_120838.875	clt	ProgressBar.ResetProgress()	Debug	ProgressBar	Reset Progress on ProgressBar
20111202_120838.885	clt	ProgressBar.setElements()	Debug	ProgressBar	ProgressBar set 1 steps
20111202_120838.913	clt	RoboSep_Protocols.LoadUserToServer()	Info	RoboSep_Protocols	Saving user profile
20111202_120838.920	clt	RoboSep_UserDB.loadUserProtocols()	Debug	RoboSep_UserDB	Loaded 2 protocol from User Jason
20111202_120838.925	clt	RoboSep_UserDB.XML_SaveUserConfig()	Info	RoboSep_UserDB	set user.db file to : User1.udb
20111202_120838.936	clt	RoboSep_UserDB.XML_SaveUserProfile()	Debug	RoboSep_UserDB	Saved User Profile Jason with 2protocols
20111202_120838.986	clt	RoboSep_UserConsole.AtReportInstrumentInformation()	Info	RoboSep_UserConsole	Get system information for About menu
20111202_120838.995	clt	RoboSep_UserConsole.AtBatchDurationUpdate()	Info	RoboSep_UserConsole	Estimated run completion = 01:00
20111202_120839.081	clt	RoboSep_UserDB.loadUserProtocols()	Debug	RoboSep_UserDB	Loaded 2 protocol from User Jason
20111202_120839.218	clt	RoboSep_Protocols.btn_home_Click()	Info	RoboSep_Protocols	Home button clicked
20111202_120841.372	clt	Form_Home.hex_protocols_Click()	Info	Form_Home	Protocols button clicked
20111202_120842.263	clt	RoboSep_Protocols.button_AllMouse_Click()	Info	RoboSep_Protocols	All Mouse selected
20111202_120843.299	clt	ProgressBar.ResetProgress()	Debug	ProgressBar	Reset Progress on ProgressBar
20111202_120843.339	clt	ProgressBar.ResetProgress()	Debug	ProgressBar	Reset Progress on ProgressBar
20111202_120843.346	clt	ProgressBar.setElements()	Debug	ProgressBar	ProgressBar set 1 steps
20111202_120843.368	clt	RoboSep_Protocols.LoadUserToServer()	Info	RoboSep_Protocols	Saving user profile
20111202_120843.346	clt	ProgressBar.setElements()	Debug	ProgressBar	ProgressBar set 1 steps
20111202_120843.339	clt	ProgressBar.ResetProgress()	Debug	ProgressBar	Reset Progress on ProgressBar
20111202_120843.299	clt	ProgressBar.ResetProgress()	Debug	ProgressBar	Reset Progress on ProgressBar
20111202_120842.263	clt	RoboSep_Protocols.button_AllMouse_Click()	Info	RoboSep_Protocols	All Mouse selected
20111202_120841.372	clt	Form_Home.hex_protocols_Click()	Info	Form_Home	Protocols button clicked
20111202_120839.218	clt	RoboSep_Protocols.btn_home_Click()	Info	RoboSep_Protocols	Home button clicked
20111202_120839.081	clt	RoboSep_UserDB.loadUserProtocols()	Debug	RoboSep_UserDB	Loaded 2 protocol from User Jason
20111202_120838.995	clt	RoboSep_UserConsole.AtBatchDurationUpdate()	Info	RoboSep_UserConsole	Estimated run completion = 01:00
20111202_120838.986	clt	RoboSep_UserConsole.AtReportInstrumentInformation()	Info	RoboSep_UserConsole	Get system information for About menu
20111202_120843.381	clt	RoboSep_UserDB.loadUserProtocols()	Error	RoboSep_UserDB	Failed to load All Mouseprotocol list
20111202_120843.436	clt	RoboSep_UserConsole.AtReportInstrumentInformation()	Info	RoboSep_UserConsole	Get system information for About menu
20111202_120843.555	clt	RoboSep_UserConsole.AtBatchDurationUpdate()	Info	RoboSep_UserConsole	Estimated run completion = 01:00
20111202_120843.436	clt	RoboSep_UserConsole.AtReportInstrumentInformation()	Info	RoboSep_UserConsole	Get system information for About menu
20111202_120843.381	clt	RoboSep_UserDB.loadUserProtocols()	Error	RoboSep_UserDB	Failed to load All Mouseprotocol list
20111202_120843.368	clt	RoboSep_Protocols.LoadUserToServer()	Info	RoboSep_Protocols	Saving user profile
20111202_120843.346	clt	ProgressBar.setElements()	Debug	ProgressBar	ProgressBar set 1 steps
20111202_120843.339	clt	ProgressBar.ResetProgress()	Debug	ProgressBar	Reset Progress on ProgressBar
20111202_120843.299	clt	ProgressBar.ResetProgress()	Debug	ProgressBar	Reset Progress on ProgressBar
20111202_120842.263	clt	RoboSep_Protocols.button_AllMouse_Click()	Info	RoboSep_Protocols	All Mouse selected
20111202_120841.372	clt	Form_Home.hex_protocols_Click()	Info	Form_Home	Protocols button clicked
20111202_120839.218	clt	RoboSep_Protocols.btn_home_Click()	Info	RoboSep_Protocols	Home button clicked
20111202_120843.626	clt	RoboSep_UserDB.loadUserProtocols()	Error	RoboSep_UserDB	Failed to load All Mouseprotocol list
